Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Italy,net consumption,Europe,164.891,163.087,165.723,164.854,174.155,178.066,183.551,193.549,186.849,211.8418,219.007,224.429,229.821,229.536,236.957,243.676,246.033,253.48497,260.883,267.354,278.36228,284.27174,290.61424,294.97176,302.0686,306.6837,313.76748,314.7246,314.60706,297.3527,311.707063,315.890681,309.529113,299.787771,293.964149,300.060217,298.250334,304.722482,306.2798323,284.0286052,287.2633359,299.9218318
        Kosovo,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.315,4.214,4.39234,4.93824,4.81918,4.92308,4.7929,4.89426,4.3011,4.964217,4.936412,5.224978,5.447915,5.550981154
        Latvia,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,6.768,5.158,4.905,4.874,4.8,4.876,4.704,4.699,4.91522,5.01854,5.0766,5.58478,5.78042,6.09548,6.4277,6.82942,6.84128,6.32622,6.228351,6.211933,6.902188,6.632849,6.665335,6.554824,6.591053,6.633562,6.7783863,6.7294613,6.7635351,6.9167337
        Lithuania,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,10.656,9.021,8.381,8.419,8.37,8.302,8.569,8.234,8.26574,8.00776,8.21864,8.5413,8.96488,8.874113,9.32336,9.6115,9.9867,9.19864,9.114739,9.329059,9.543548,9.617756,9.872046,10.022145,10.530611,10.872258,11.2425655,11.4044152,11.1330775,11.8215147
        Luxembourg,net consumption,Europe,3.608,3.405,3.44,3.554,3.783,3.83,3.848,3.939,4.034,4.111,4.14,4.264,4.242,4.387,4.707,5.011,4.907,5.152,5.333,5.524,5.8131,6.16693,5.74857,5.9818,6.22082,5.98358,6.44118,6.5513,6.44188,5.94242,6.644866,6.560106,6.289836,6.250793,6.24657,6.30309,6.447818,6.484742,6.5513041,6.4987854,6.2103255,6.4955446
        Malta,net consumption,Europe,0.47058,0.51522,0.56544,0.575,0.593,0.663,0.719,0.8,0.873,0.934,1.13,1.224,1.281,1.29,1.308,1.382,1.341,1.364,1.408,1.516,1.56698,1.57042,1.65888,1.80784,1.79204,1.8496,1.84934,1.84424,1.84128,1.69992,1.81922,1.86186,1.93492,1.93204,1.9828,2.116942,2.118333,2.320635,2.3895808,2.4802487,2.3694354,2.4946277
        Montenegro,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.66888,3.4504,3.47366,2.95966,3.25268,3.46788,3.26498,2.73154,2.64474,2.83828,2.81212,3.00358,2.605143,2.738641,2.398037,2.890510285
        Netherlands,net consumption,Europe,59.916,59.286,58.135,59.221,61.157,62.092,63.019,65.874,69.319,71.557,72.882,75.948,78.124,79.544653,82.263,84.141,87.217,89.31408,92.532,94.932,99.12144,101.21154,102.47842,103.88422,108.3549,108.32572,109.85752,112.22736,112.91308,107.84018,113.644574,114.93244,112.999435,112.388697,110.229709,111.085837,111.029976,111.808284,114.9065002,114.8093933,111.0098886,113.2784676
        North Macedonia,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,5.523,4.899,5.027,5.103,5.456,5.558,5.811,5.44,5.54954,5.29284,5.31796,6.04816,6.1399,6.60982,6.78346,7.14072,7.26374,6.73252,7.08726,7.7135,7.31192,7.08494,7.00808,6.756922,6.32001,6.222653,6.2106788,6.3507704,6.3892705,6.732141077
        Norway,net consumption,Europe,75.112,78.076,78.1,83.115,89.195,91.946,90.684,93.863,94.846,95.189,97.448,99.716,100.21885,101.586,102.558,104.516,103.945,104.129,110.537,110.449,112.97648,115.49142,109.59382,103.7594,109.15352,113.3512,110.46378,113.95484,115.65264,112.50728,120.145139,114.889083,118.688001,119.567004,117.052003,120.062,121.910002,123.252004,125.9534847,123.7427674,124.5268162,130.8432097
        Poland,net consumption,Europe,101.019,95.575,96.655,102.171,106.52,110.962,116.002,121.1,123.521,123.086,114.361,107.914,103.209,104.181,105.022,107.654,111.29922,113.58,113.445,111.397,113.00534,113.30704,111.56592,115.57462,118.9993,119.644158,125.712265,129.299852,132.251356,127.555486,130.15379,133.155458,129.291424,133.268691,134.189713,137.874268,144.484086,147.072108,151.9292871,150.8425083,147.7011698,158.1944616
        Portugal,net consumption,Europe,14.906,15.058,15.973,16.887,17.319,18.436,19.341,20.358,20.466,23.065,23.965,25.189,25.92,26.271,27.389,29.226,30.754,32.48895,34.302,36.159,38.56018,40.25568,41.61664,43.4106,45.0873,46.31462,48.03012,49.09648,48.67142,48.32542,51.06156,49.573619,47.513047,46.739815,46.552783,47.319549,47.819042,48.125497,49.3271795,49.1050443,47.7378714,47.7430319
        Romania,net consumption,Europe,59.543,62.258,62.039,63.398,65.926,67.505,71.794,71.281,74.159,75.104,64.647,53.477,50.139,49.034,48.186,50.154,51.684,48.270215,45.158,41.389,42.354,43.107,42.639,45.562,46.748,47.76,48.882,49.763542,50.264,45.423,48.34224,49.76878,48.91808,46.71562,48.14312,46.906554,47.641488,49.091003,50.0582416,49.874945,48.2394141,50.52736748
        Serbia,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28.068,28.72022,28.93598,28.28732,29.08208,29.76958,29.00426,28.99582,28.10828,28.454154,28.859205,29.380551,29.2972363,29.3250308,29.2926642,31.08700068
        Slovakia,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,23.4265,23.9585,24.362,26.252,25.266,25.306,24.501,24.85558,25.14924,25.38422,25.20378,25.75062,24.3567,25.43634,26.382,26.42378,24.85788,25.113489,25.83218,24.975069,26.015999,25.19853,25.526914,26.12642,27.15571,27.0274711,26.246413,25.1938628,26.1033634
        Slovenia,net consumption,Europe,--,--,--,--,--,--,--,--,--,--,--,--,9.069,8.859,9.812,9.666,9.572,9.966,10.284,10.478,10.98846,11.35354,12.12664,12.51132,12.97348,13.19588,13.65646,13.7473532,13.2981,11.777545,12.093544,12.649656,12.577595,12.625558,12.599574,12.934633,13.15711,13.656989,13.838658,13.9000331,13.1468176,13.7271202
        Spain,net consumption,Europe,97.231,99.205,99.595,104.163,108.653,111.865,114.255,114.291,115.046,125.859,129.219,131.902,133.969,133.844,139.597,145.402,150.65,162.581,168.488,180.703,193.91716,206.60256,212.10284,222.9205,232.26668,241.63076,251.56151,255.24199,258.78754,245.71838,251.500892,248.817998,245.509489,237.070861,234.45356,239.498544,241.446785,247.677537,247.4013205,243.9651788,228.8366163,233.9770099
        Sweden,net consumption,Europe,86.436,89.64,92.349,102.763,111.686,121.77,121.334,129.113,130.31,131.254,130.235,132.002,129.713,130.16,129.062,131.873,131.4086,131.792,132.67,132.392,135.15614,137.73874,135.6542,133.07658,135.38929,135.48029,135.60741,135.92044,133.41521,128.30426,137.256154,129.411058,132.516952,129.519072,127.258633,129.694994,132.513653,132.484364,132.3395413,128.6438537,125.5921563,130.7561128
        Switzerland,net consumption,Europe,34.615,35.71,36.258,37.462,39.017,40.349,41.468,42.852,44.173,46.366,46.815,47.94,48.24,47.782,48.229,49.073,48.918,48.92457,49.622,49.78,50.02196,51.41242,51.76598,52.9348,53.97618,55.27757,55.65783,55.15804,56.52986,55.2259,57.480367,56.578672,56.690307,57.029035,55.095366,55.903907,56.112644,56.394007,55.2878937,54.8775489,56.2586887,57.6972307
        Turkiye,net consumption,Europe,21.839,22.488,24.896,26.154,29.634,32.566,31.728,35.019,40.373,40.19,47.84,50.465,55.517,60.457,62.8,68.403,75.28,82.75084,88.68671,91.635,98.58816,97.40202,102.5606,110.4469,120.05146,129.0268,141.48314,153.69508,160.4358,155.77937,185.008075,189.216353,192.167962,224.885851,187.323389,222.344453,256.727659,245.4128954,223.3553144,265.5560654,298.8749291,284.2542337
        United Kingdom,net consumption,Europe,243.387,238.669,233.385,235.909,238.652,249.959,258.26,268.441,277.391,282.231,284.384,291.603,292.523,293.93,287.214,297.159,315.792,315.979,322.783,328.406,335.61762,338.5837,339.88031,342.71895,343.05598,351.07049,348.44823,345.0328,343.63429,323.73182,339.37752,328.282185,328.261434,327.229419,314.402287,320.635534,317.4593842,312.481032,313.6035513,309.2651075,295.0513947,287.3188985
        Afghanistan,net consumption,Asia & Oceania,0.87606,0.92256,0.88536,0.93,0.94767,0.96162,1.05555,1.13274,1.0044,1.01277,1.02114,1.04477,0.76805,0.72961,0.75017,0.68544,0.62057,0.56407,0.5278,0.52315,0.442,0.567,0.657,0.889,0.844,0.889,1.069,1.345,1.28001,1.8731,2.2043,2.6133,3.549,4.2284,4.349,4.4402,4.9577,5.26056,5.51093,5.31469,5.28916,5.530597212
        American Samoa,net consumption,Asia & Oceania,0.0651,0.06231,0.06231,0.06603,0.06417,0.07719,0.06975,0.07533,0.08463,0.0837,0.08742,0.09486,0.09486,0.10695,0.11346,0.11997,0.12462,0.13113,0.13671,0.14136,0.159,0.161,0.168,0.177,0.177,0.178,0.181,0.184,0.187,0.178,0.159,0.155,0.1579,0.158,0.158,0.165,0.173,0.172,0.156,0.156,0.146212562,0.155598053
        Australia,net consumption,Asia & Oceania,78.227,81.717,88.356,89.591,95.546,99.889,106.969,111.642,120.921,128.119,135.404,137.996,140.1334,143.988,147.502,152.334,156.54566,161.721,172.088,176.177,182.96956,193.37082,199.56076,202.29056,211.34346,200.1373,204.131836,214.773976,214.640056,222.689996,219.107043,225.966257,220.378073,217.885825,232.303085,219.056959,231.72609,238.498993,238.8835944,238.6344388,239.4844909,237.485875
        Bangladesh,net consumption,Asia & Oceania,1.834,2.231,2.565,2.676,2.989,3.135,3.58,3.765,4.121,5.019,5.022,5.49,6.65,7.513,8.237,8.616,8.989,9.38802,10.16605,11.3391,12.456,13.98606,15.22806,16.31784,21.23052,23.476,27.467,27.606,28.035,30.855,34.166931,37.133816,40.035069,43.003294,48.034271,48.25778,58.132,62.155178,65.97131,76.759722,72.96417473,77.67773423
        Bhutan,net consumption,Asia & Oceania,0.01988,0.0246,0.02746,0.02446,0.0276,0.03123,0.03772,0.0431,0.03876,0.04469,0.04764,0.05673,0.05065,0.07565,0.09087,0.12488,0.24529,0.38853,0.31412,0.29419,0.4,0.46904,0.5484,0.5543,0.5968,0.8078,1.86295,0.99431,0.96725,1.57314,1.78881,1.71986,1.82483,2.00423,2.08138,2.06929,1.93831,1.98431,2.25854,2.37475,2.524977979,3.268873742
        Brunei,net consumption,Asia & Oceania,0.424,0.459,0.51,0.653,0.749,0.819,0.867,0.892,0.998,1.038,1.11,1.178,1.237,1.39,1.515,1.779,1.953,2.234,2.324,2.26,2.36142,2.11726,2.19894,2.60754,2.94616,2.89416,2.92412,3.0263,3.05362,3.17728,3.19648,3.23262,3.45132,3.729,3.94676,3.67812,3.77086,3.4267,3.55548,4.14014,3.963896567,4.245993947
        Burma,net consumption,Asia & Oceania,1.11,1.022,1.102,1.139,1.246,1.514,1.538,1.571,1.417,1.546,1.734,1.614,1.771,2.055,2.207,2.349,2.407,2.719,2.759,2.919,3.30344,3.03898,3.40558,3.801,3.69394,3.45486,4.15366,4.2382,4.50894,4.83952,5.03532,6.9476,7.96104,9.53356,11.08232,13.14574,12.77562,16.18499,17.988794,19.05268,18.63952487,17.31460198
        Cambodia,net consumption,Asia & Oceania,0.08928,0.09579,0.09951,0.09393,0.08928,0.09858,0.10695,0.11625,0.12555,0.13299,0.14229,0.14694,0.15438,0.15996,0.16647,0.206,0.238,0.25,0.275,0.284,0.38218,0.38652,0.59712,0.63486,0.60492,0.8317,1.02134,1.29056,1.50598,1.71842,2.1906,2.5222,3.21566,3.50742,4.0699,4.99694,6.0735,6.87582,8.44057,10.15534,10.95518604,10.90708477
        China,net consumption,Asia & Oceania,261.492,268.754,285.858,307.606,330.13,351.318,385.299,425.192,466.479,498.708,549.342,597.204,666.142,738.807,818.535,876.577,920.966,983.495,1017.457,1076.767,1178.033,1314.783,1459.429,1676.829,1955.39,2196.172,2523.947,2891.542,3070.853,3290.103,3716.55362,4182.66356,4439.87758,4846.24602,5078.71756,5273.535637,5585.625151,6057.175784,6450.426757,6802.698896,7115.077185,7805.656341
        Cook Islands,net consumption,Asia & Oceania,0.0093,0.01023,0.0093,0.00837,0.0093,0.01023,0.01116,0.01209,0.01209,0.01302,0.01395,0.01395,0.014043,0.014043,0.014043,0.017763,0.017763,0.017763,0.017763,0.019623,0.0241,0.0241,0.0261,0.0271,0.0271,0.0271,0.0301,0.0311,0.0321,0.0311,0.0321,0.0321,0.0301,0.0298,0.028447,0.028472,0.032679,0.038,0.047,0.043,0.035,0.03946
        Fiji,net consumption,Asia & Oceania,0.2697,0.27621,0.28179,0.28923,0.35247,0.35991,0.38316,0.39339,0.38502,0.39618,0.44454,0.44919,0.44733,0.45663,0.49197,0.51429,0.51522,0.5208186,0.51710046,0.5579535,0.6311,0.6741,0.7111,0.7231,0.7531,0.7871,0.8481,0.8591,0.8741,0.8611,0.8983,0.8691,0.86,0.892,0.911496,0.955385,0.958025,1.047409,1.010093,1.04913172,1.004664,1.027828785
        French Polynesia,net consumption,Asia & Oceania,0.22227,0.24366,0.25296,0.20088,0.17856,0.19344,0.19809,0.19809,0.22599,0.23994,0.25761,0.26691,0.28086,0.28644,0.2976,0.31155,0.31341,0.31899,0.3162,0.32271,0.389,0.472,0.522,0.572,0.612,0.603,0.629,0.659,0.687,0.701,0.6293,0.6473,0.6423,0.5933,0.578554,0.580012,0.588004,0.587088,0.584043,0.6397,0.61842292,0.649411907
        Guam,net consumption,Asia & Oceania,1.00161,0.97092,0.9579,0.85281,0.8742,0.88424772,0.92229588,0.98752701,1.07814435,1.15197984,1.19639478,1.29593268,1.331574,1.46873319,1.55205003,1.50536961,1.6135314,1.62327966,1.64237907,1.68702,1.7408605,1.7365,1.533,1.5268,1.5888,1.6353,1.643984,1.628074,1.626001,1.6169,1.6265,1.6142,1.4706,1.5734,1.541218,1.57458,1.641443,1.673732,1.640062,1.680562,1.606262,1.729080013
        Hawaiian Trade Zone,net consumption,Asia & Oceania,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Hong Kong,net consumption,Asia & Oceania,10.13,10.724,11.526,13.055,13.971,14.774,16.382,20.033,21.387,20.746,22.099,23.409,24.053,25.469,23.079,26.51,29.75,30.508,32.224,32.329,36.95,37.822,38.67,39.096,39.902,40.799,40.918,41.648,41.152097,41.721,42.10836,42.50032,43.64982,43.26222,44.58982,44.43456,44.64176,44.33592,44.793,45.4,44.215767,46.32022044
        India,net consumption,Asia & Oceania,97.898,107.442,113.695,117.213,130.42,140.645,154.717,166.86,185.924,202.681,219.879,240.203,255.687,275.674877,297.98,318.336,323.097,344.504,360.501,365.536,383.924,391.979982,420.808,442.127,470.993,496.732,548.192,580.237,629.04,680.088,727.51078,841.71238,891.71308,946.3276169,1041.945749,1093.537704,1161.54307,1228.624117,1312.596163,1342.052063,1328.658815,1442.750051
        Indonesia,net consumption,Asia & Oceania,11.299,13.363,15.472,15.553,17.132,23.126,26.952,28.869,32.282,32.563,38.497,40.544,43.803,47.548,51.31,50.082,56.852,64.216,66.045,71.008,77.66996,82.9794,85.0239,88.86252,99.59422,106.775,111.956,120.61502,127.3824,133.47336,145.0577,157.06324,180.20471,192.98739,202.66545,208.10663,221.40104,232.14794,247.269816,254.669125,266.032579,281.5298376
        Japan,net consumption,Asia & Oceania,521.374,522.127,528.362,560.357,593.94,609.764,614.442,663.17,695.604,731.602,772.584,797.667,805.674,813.417,866.555,890.385,910.51003,937.534,943.324,949.515,936.235,919.667,932.99,923.699,953.059,962.937,980.61,1020.313,954.104,926.602,1032.074897,997.232672,1000.306711,979.909071,983.904336,962.442903,956.720654,965.224223,963.9000025,944.8867835,914.5201395,913.0781497
        Kiribati,net consumption,Asia & Oceania,0.00465,0.00465,0.00465,0.00465,0.00558,0.00558,0.00558,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.00651,0.0093,0.0093,0.01116,0.01209,0.01023,0.01209,0.016,0.019,0.0184,0.0194,0.0194,0.0185,0.0185,0.0203,0.0212,0.0203,0.02,0.021073,0.023402,0.025337,0.025337,0.025237,0.025137,0.027337,0.0290778
        Laos,net consumption,Asia & Oceania,0.17324,0.32827,0.36584,0.31073,0.22154,0.23635,0.23001,0.26017,0.23425,0.29407,0.29187,0.21774,0.23814,0.28851,0.21477,0.33589,0.41297,0.434,0.501,0.553,0.60776,0.70943,0.77467,0.864,0.53517,0.988,1.41,1.61,1.925,2.267,2.358,2.425,2.9444,3.232,3.648,3.96746,4.37225,3.759248,4.284086,5.517933,7.022364,6.065839386
        Macau,net consumption,Asia & Oceania,0.22785,0.25668,0.29481,0.35154,0.39514,0.43481,0.4884,0.57661,0.62955,0.70021,0.77999,0.87748,0.98076,1.14067,1.23647,1.45928,1.3737,1.40032,1.4082,1.43415,1.489,1.601776,1.703716,1.795048,1.8405,2.118,2.399,2.959,3.2976,3.4359,3.6385,3.8558,4.2153,4.3016,4.5358,4.8925,5.1358,5.2775,5.417,5.6481,5.2786,5.629531551
        Malaysia,net consumption,Asia & Oceania,9.363,10.005,10.504,11.581,12.634,13.699,13.766,14.834,16.679,19.335,22.35,24.252,25.996,28.735,34.034,39.216,43.372,50.614,52.391,56.361,60.32766,60.78044,64.04936,68.32322,71.09982,69.12614,75.25478,81.9335,84.0136,102.708,109.84376,110.24754,119.31794,126.84968,126.83982,133.2845,137.13874,143.768566,146.607209,149.009743,142.3191813,150.7613646
        Maldives,net consumption,Asia & Oceania,0.00372,0.00465,0.00558,0.00651,0.00837,0.01209,0.01395,0.01674,0.01767,0.0186,0.02139,0.02418,0.02604,0.03534,0.03999,0.05022,0.05487,0.06231,0.07161,0.08091,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23203,0.26503,0.28203,0.3431,0.3652,0.393,0.4,0.511,0.568,0.614,0.6,0.611,0.617,0.594425459,0.639484441
        Micronesia,net consumption,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Mongolia,net consumption,Asia & Oceania,1.65838,1.82352,2.09553,2.23966,2.39604,2.498,2.722,2.786,2.899,3.233,2.984,2.779,2.584,2.186,2.18,2.35,2.37,2.344,2.343,2.305,2.4,2.46738,2.55332,2.692512483,2.870012483,3.045692483,3.209472483,3.359432483,3.6513,3.5827,3.79464,3.87594,4.20158,5.15832,5.58422,5.77675,5.9351,6.257344,6.913238,7.331491,7.393867303,7.750090242
        Nauru,net consumption,Asia & Oceania,0.02232,0.02232,0.02232,0.02325,0.02418,0.02418,0.02511,0.02511,0.02511,0.02511,0.02511,0.02511,0.02604,0.02604,0.02604,0.0279,0.0279,0.0279,0.0279,0.02883,0.028,0.025,0.025,0.026,0.026,0.0264,0.0289,0.018,0.017,0.019,0.0209,0.0208,0.0168,0.0157,0.0162,0.0175928,0.019046,0.0237488,0.02618,0.031886,0.0345,0.037426351
        Nepal,net consumption,Asia & Oceania,0.2,0.232,0.218,0.321,0.336,0.337,0.377,0.455,0.497,0.509,0.768,0.72,0.737,0.751,0.797,0.984,0.92,0.825,1.073,1.341,1.428,1.441,1.757,1.746,1.865,1.952,2.154,2.29246,2.20846,2.58622,2.743958,3.108026,3.240089,3.657877,3.917444,3.909135,4.959379,5.85162,6.640246,6.694972,7.57437724,7.245611302
        New Caledonia,net consumption,Asia & Oceania,1.23132,1.09368,0.85374,0.65565,0.81654,0.99975,0.9858,0.88629,1.05648,1.06671,1.02114,1.03602,1.03974,1.03974,1.13646,1.46475,1.31595,1.3485,1.40895,1.43778,1.544,1.6218,1.6378,1.6475,1.572828391,1.7681,1.7559,1.808,1.7122,1.7662,1.9503,2.0854,2.1037,2.317729,2.79372,2.693606,2.868539,2.99334,2.930038,3.0774,3.0804,3.296477019
        New Zealand,net consumption,Asia & Oceania,20.16710272,20.42285272,21.59922772,23.30465522,24.36195922,24.8020884,25.9444226,26.0751692,27.44064897,27.42026893,29.44497865,30.39158866,29.89547366,31.28643272,31.87583946,33.02829407,33.32514234,33.63554819,34.00238546,34.0733764,35.15562783,35.31635501,36.46736231,36.63347775,38.53333901,38.54792891,39.05189275,39.39177712,39.2620514,39.17790987,40.4687909,40.26868576,40.14682659,39.46374479,39.80060463,40.43637063,39.96402029,40.36681044,40.47885383,40.81904293,40.22592118,40.51547044
        Niue,net consumption,Asia & Oceania,0.00186,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.00279,0.002676,0.002677,0.00269,0.00287,0.002788889,0.002780556,0.002777778,0.002777778,0.002788889,0.002777778,0.00276,0.00276,0.0026,0.0026,0.00308,0.003307615
        North Korea,net consumption,Asia & Oceania,20.2,20.768,22.733,22.887,25.827,28.608,30.08,30.698,32.428,32.566,32.885,32.837,23.968,23.419,23.23,23.084,21.082,19.025,18.174,15.147,15.68,16.325,15.99558,17.00626,17.80756,18.57464,18.17564,17.49402,18.84982,17.46556,17.95156,15.95384,15.92224,15.23548,14.86486,11.39718,14.03284,12.33334,12.76944,11.27962,12.70086662,12.10801386
        Northern Mariana Islands,net consumption,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ie
        Pakistan,net consumption,Asia & Oceania,10.157,11.417,15.41,16.977,19.074,21.82,23.855,26.011,29.904,31.801,30.54,31.409,35.409,33.573242,39.864,38.852582,38.402,42.557,40.043,44.938,46.854,49.98,52.402,57.185,60.215,67.265,72.574,72.23,68.559,73.529,79.436,79.049,82.098,88.421295,90.143952,95.57,100.566,111.02,123.6062,119.153,119.390716,132.3234316
        Papua New Guinea,net consumption,Asia & Oceania,1.10577,1.08624,1.1532,1.27224,1.31688,1.37082,1.48614,1.5903,1.54566,1.57263,1.58565,1.58565,1.58565,1.58565,1.5903,1.41639,1.58286,1.45452,1.93905,1.75119,1.965,2.422,2.607,2.897,2.934,2.7705,2.7975,2.8155,2.6935,2.9625,2.9815,3.1165,3.1865,3.355892,3.503792,3.715329556,3.937559778,3.926733,4.112638,4.136722222,4.345555556,4.563458391
        Philippines,net consumption,Asia & Oceania,16.765,15.349,15.988,16.865,16.944,18.07,17.677,16.446,18.356,20.858,21.459,20.698,19.03,19.884,24.575,26.485,29.12,31.569,34.025,33.741,37.315,39.504,40.555,43.864,46.419,47.371,47.6200188,49.472,50.630109,51.833691,56.9158,61.451,64.515,67.498,69.79,74.921,82.534,86.120858,90.772213,96.088512,92.733096,98.46767231
        Samoa,net consumption,Asia & Oceania,0.03441,0.03441,0.03906,0.03534,0.03627,0.0372,0.03999,0.04092,0.04092,0.04464,0.04464,0.04464,0.05394,0.05394,0.05766,0.06138,0.06882,0.07161,0.08184,0.08835,0.082,0.0989,0.1125,0.1025,0.0901,0.0914,0.0926,0.0954,0.1011,0.102,0.1011,0.1091,0.0926,0.092,0.1072,0.11573,0.126684,0.13277,0.139494,0.14183,0.15546,0.162506587
        Singapore,net consumption,Asia & Oceania,6.07,6.514,6.893,7.593,8.242,8.746,9.398,10.541,11.644,12.369,14.035,15.191,16.348,17.576,19.215,20.546,21.613,24.133,25.495,26.483,27.853,30.063,31.256,32.255,33.391,35.644,36.967,38.458,39.202,39.142,40.77408,42.50176,43.6635,44.55018,45.95226,46.97116,48.11466,49.058672,49.956021,51.182545,50.367609,52.91064061
